name,age,city_tier,employment_type,monthly_income,other_income,bank_avg_balance_6m,job_tenure_months,cibil_score,past_defaults,inquiries_6m,existing_emi,dti,loan_amount_requested,tenure_requested_months,insurer_present,co_applicant,loan_status,approved_amount,interest_rate,loan_type,vehicle_type,vehicle_price,down_payment,co_applicant_income,property_value,ltv,property_age,builder_grade,legal_issue_flag,tenure_years,academic_score,entrance_score,course_level,course_stream,institute_tier,country,parent_income,parent_existing_emi,parent_dti,parent_cibil,tuition_fee,living_expenses,moratorium_years,business_vintage_years,business_type,annual_revenue,net_profit_margin,cashflow_stability,owner_income,owner_cibil,existing_loan_emi,industry_risk,collateral_value,collateral_flag,requested_amount,loan_tenure_years
Neha Yadav,28,Metro,Salaried,41461,,,54,744,,,4932,0.119,2499206,,,,1,1901731,12.54,Home Loan,,,984291,34347,3483497,0.717,21,B,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Khan,34,Rural,Govt,58809,,,76,640,,,14918,0.254,14189799,,,,0,0,,Home Loan,,,3655681,61131,17845480,0.795,1,A,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Patel,34,Urban,Salaried,10000,,,14,786,,,229,0.023,8264573,,,,0,0,,Home Loan,,,1281335,43067,9545908,0.866,30,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Yadav,41,Metro,Salaried,39512,,,47,757,,,4360,0.11,4014886,,,,1,2866855,13.42,Home Loan,,,682942,25110,4697828,0.855,10,B,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Khan,45,Metro,Self-Employed,54949,,,41,790,,,10376,0.189,6648774,,,,1,5425132,12.34,Home Loan,,,1338654,48018,7987428,0.832,27,C,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Jain,46,Metro,Self-Employed,35044,,,86,595,,,9699,0.277,7313912,,,,0,0,,Home Loan,,,1554553,23879,8868465,0.825,31,A,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Singh,32,Metro,Salaried,92648,,,114,844,,,10336,0.112,10783386,,,,1,8624632,11.94,Home Loan,,,5939834,0,16723220,0.645,4,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Sharma,35,Metro,Salaried,31397,,,1,733,,,6878,0.219,10929629,,,,1,7569329,13.27,Home Loan,,,4009044,14879,14938673,0.732,37,B,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kapoor,24,Metro,Salaried,51199,,,54,795,,,15876,0.31,11603007,,,,0,0,,Home Loan,,,4013786,1938,15616793,0.743,9,B,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Singh,30,Metro,Salaried,62615,,,3,688,,,13497,0.216,1046987,,,,1,771694,13.23,Home Loan,,,162607,24727,1209594,0.866,39,A,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Singh,43,Urban,Self-Employed,88825,,,38,771,,,7242,0.082,5717873,,,,1,4575259,11.92,Home Loan,,,3189053,30276,8906926,0.642,23,C,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Khan,47,Urban,Salaried,31283,,,16,687,,,267,0.009,6930983,,,,1,5269928,12.45,Home Loan,,,3214556,55147,10145539,0.683,34,B,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Singh,27,Urban,Salaried,83263,,,18,709,,,25356,0.305,1200485,,,,1,914451,13.02,Home Loan,,,164168,34904,1364653,0.88,22,A,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Yadav,32,Metro,Salaried,60205,,,21,836,,,448,0.007,4082197,,,,1,3515771,11.45,Home Loan,,,1854254,26713,5936451,0.688,16,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Kapoor,36,Metro,Salaried,40370,,,47,730,,,12359,0.306,11382389,,,,1,8290279,12.93,Home Loan,,,4063118,42441,15445507,0.737,0,B,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Jain,38,Urban,Salaried,69242,,,20,751,,,12819,0.185,3156188,,,,1,2475583,12.78,Home Loan,,,448896,0,3605084,0.875,30,B,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Gupta,30,Metro,Self-Employed,63981,,,63,784,,,21029,0.329,8517915,,,,1,6824521,12.28,Home Loan,,,2652977,33534,11170892,0.763,30,A,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Yadav,39,Metro,Govt,47996,,,25,765,,,13418,0.28,3839990,,,,1,2960703,12.55,Home Loan,,,1248846,41563,5088836,0.755,33,B,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Singh,33,Urban,Self-Employed,61396,,,3,748,,,21444,0.349,1046080,,,,0,0,,Home Loan,,,184215,7821,1230295,0.85,8,B,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Verma,36,Urban,Salaried,52294,,,74,758,,,6419,0.123,3440644,,,,0,0,,Home Loan,,,2142184,47156,5582828,0.616,21,A,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Verma,40,Urban,Govt,62270,,,16,860,,,16720,0.269,12604477,,,,1,10074503,11.94,Home Loan,,,6937124,35077,19541601,0.645,12,B,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Gupta,36,Metro,Self-Employed,73243,,,27,737,,,10304,0.141,11348974,,,,1,9077635,12.1,Home Loan,,,4880231,23771,16229205,0.699,24,C,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Khan,33,Urban,Self-Employed,91720,,,56,750,,,15405,0.168,14641506,,,,1,12330548,11.86,Home Loan,,,4590450,39492,19231956,0.761,17,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Patel,35,Urban,Salaried,35244,,,19,793,,,7741,0.22,7973750,,,,0,0,,Home Loan,,,2295477,64060,10269227,0.776,11,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Verma,35,Urban,Salaried,102661,,,3,795,,,31392,0.306,2174016,,,,1,1731164,12.15,Home Loan,,,910972,32728,3084988,0.705,39,A,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Reddy,33,Urban,Salaried,20958,,,22,799,,,7219,0.344,8402892,,,,0,0,,Home Loan,,,3008338,33723,11411230,0.736,16,C,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Khan,34,Urban,Salaried,56964,,,139,772,,,15317,0.269,8489886,,,,0,0,,Home Loan,,,1143283,23110,9633169,0.881,14,C,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Sharma,47,Urban,Salaried,71766,,,49,683,,,10494,0.146,12718165,,,,0,0,,Home Loan,,,4324620,17252,17042785,0.746,14,A,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Reddy,40,Metro,Salaried,65620,,,53,822,,,9677,0.147,1884454,,,,1,1473416,12.16,Home Loan,,,979115,42455,2863569,0.658,14,B,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Khan,34,Urban,Salaried,47546,,,48,683,,,12274,0.258,7833099,,,,0,0,,Home Loan,,,2443483,17159,10276582,0.762,38,B,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Patel,41,Urban,Self-Employed,55838,,,11,755,,,4666,0.084,3405808,,,,0,0,,Home Loan,,,445117,31073,3850925,0.884,12,B,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Patel,34,Urban,Salaried,50140,,,26,702,,,1939,0.039,4760947,,,,1,3659432,12.31,Home Loan,,,2407896,22835,7168843,0.664,16,A,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Patel,44,Metro,Salaried,48213,,,67,737,,,5984,0.124,12602078,,,,1,9625080,12.88,Home Loan,,,2407706,37185,15009784,0.84,31,A,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Singh,39,Metro,Govt,76992,,,5,756,,,7740,0.101,8260607,,,,1,6366219,12.76,Home Loan,,,1783737,35005,10044344,0.822,8,A,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Jain,35,Rural,Govt,67140,,,16,756,,,6963,0.104,6925384,,,,0,0,,Home Loan,,,1216493,45563,8141877,0.851,39,B,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Patel,39,Urban,Self-Employed,46142,,,16,761,,,3773,0.082,6803986,,,,1,5136370,12.85,Home Loan,,,1691063,22350,8495049,0.801,19,A,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Jain,25,Rural,Govt,77992,,,27,821,,,1149,0.015,6547698,,,,1,5703445,11.31,Home Loan,,,3181791,25952,9729489,0.673,25,C,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Yadav,28,Urban,Salaried,66146,,,189,763,,,414,0.006,11843926,,,,0,0,,Home Loan,,,4071388,15319,15915314,0.744,26,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Gupta,28,Urban,Govt,76257,,,3,728,,,26362,0.346,15051386,,,,0,0,,Home Loan,,,2898223,23336,17949609,0.839,20,A,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Kapoor,37,Urban,Salaried,72593,,,35,788,,,10869,0.15,12192731,,,,0,0,,Home Loan,,,6958628,35660,19151359,0.637,17,B,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Gupta,23,,,,,,,,,,,,736331,,,,1,533657,12.75,Education Loan,,,23703,,,,,,,12,75.35,405,UG,Law,Tier3,India,14940,3104,0.208,748,583269,176765,2,,,,,,,,,,,,,
Meera Gupta,31,,,,,,,,,,,,1385318,,,,1,1062476,12.33,Education Loan,,,96142,,,,,,,10,83.52,590,PG,Law,Tier2,India,43837,3593,0.082,771,1384480,96980,1,,,,,,,,,,,,,
Kunal Reddy,27,,,,,,,,,,,,443941,,,,1,321996,12.75,Education Loan,,,132008,,,,,,,12,71.49,471,PhD,Other,Tier2,India,8000,2809,0.351,830,506706,69243,1,,,,,,,,,,,,,
Rohan Patel,24,,,,,,,,,,,,3752968,,,,0,0,,Education Loan,,,1171893,,,,,,,5,65.43,569,PG,Arts,ForeignOther,UK,67332,23690,0.352,675,4216367,708494,1,,,,,,,,,,,,,
Shruti Yadav,23,,,,,,,,,,,,1322428,,,,0,0,,Education Loan,,,169470,,,,,,,10,94.36,530,PG,Arts,Tier2,India,67082,23360,0.348,663,1346198,145700,2,,,,,,,,,,,,,
Mohit Singh,27,,,,,,,,,,,,1329702,,,,1,1055866,12.06,Education Loan,,,16566,,,,,,,12,89.36,592,PG,Arts,Tier3,India,40168,3837,0.096,654,1090810,255458,2,,,,,,,,,,,,,
Sarthak Verma,27,,,,,,,,,,,,399752,,,,1,319568,12.01,Education Loan,,,2211,,,,,,,15,90.11,500,Diploma,Medical,Tier2,India,73503,13267,0.18,704,187085,214878,1,,,,,,,,,,,,,
Kiran Patel,20,,,,,,,,,,,,502557,,,,0,0,,Education Loan,,,52727,,,,,,,15,68.76,649,PG,Arts,Tier3,India,27938,11007,0.394,806,306224,249060,0,,,,,,,,,,,,,
Amit Singh,24,,,,,,,,,,,,215884,,,,1,154568,12.84,Education Loan,,,13081,,,,,,,5,61.36,390,PG,Management,Tier1,India,35837,11067,0.309,752,110978,117987,2,,,,,,,,,,,,,
Vivek Verma,19,,,,,,,,,,,,4519928,,,,1,3603548,12.03,Education Loan,,,36065,,,,,,,10,70.61,648,Diploma,Engineering,ForeignOther,Canad,70430,765,0.011,749,4195701,360292,1,,,,,,,,,,,,,
Kunal Kapoor,18,,,,,,,,,,,,715596,,,,1,525284,12.66,Education Loan,,,127162,,,,,,,7,78.8,506,Diploma,Arts,Tier2,India,42783,1116,0.026,611,726743,116015,2,,,,,,,,,,,,,
Meera Singh,28,,,,,,,,,,,,571776,,,,0,0,,Education Loan,,,976,,,,,,,10,71.43,737,UG,Other,Tier2,India,58434,10844,0.186,678,287985,284767,0,,,,,,,,,,,,,
Rohan Patel,22,,,,,,,,,,,,1309796,,,,0,0,,Education Loan,,,340406,,,,,,,15,88.98,558,UG,Engineering,Tier1,India,45909,16697,0.364,610,1441108,209094,2,,,,,,,,,,,,,
Yash Verma,18,,,,,,,,,,,,895291,,,,0,0,,Education Loan,,,77361,,,,,,,12,69.5,787,UG,Medical,Tier2,India,49727,10715,0.215,790,841524,131128,3,,,,,,,,,,,,,
Rahul Sharma,17,,,,,,,,,,,,550731,,,,1,424741,12.29,Education Loan,,,5298,,,,,,,7,93.78,601,UG,Other,Tier3,India,50819,10119,0.199,815,438651,117378,1,,,,,,,,,,,,,
Meera Khan,28,,,,,,,,,,,,757223,,,,1,550784,12.73,Education Loan,,,141354,,,,,,,5,76,412,PG,Engineering,Tier2,India,42331,1786,0.042,767,800845,97732,2,,,,,,,,,,,,,
Rahul Verma,28,,,,,,,,,,,,1149682,,,,0,0,,Education Loan,,,125446,,,,,,,7,89.47,711,PG,Other,Tier3,India,67561,17749,0.263,661,1051468,223660,1,,,,,,,,,,,,,
Mohit Reddy,33,,,,,,,,,,,,251018,,,,1,174448,13.05,Education Loan,,,60396,,,,,,,5,66.8,473,PG,Medical,Tier2,India,44302,14568,0.329,809,206735,104679,2,,,,,,,,,,,,,
Neha Gupta,26,,,,,,,,,,,,604298,,,,1,434242,12.81,Education Loan,,,79113,,,,,,,7,74.4,474,UG,Management,Tier2,India,60392,9190,0.152,705,484585,198826,2,,,,,,,,,,,,,
Rahul Reddy,32,,,,,,,,,,,,1244368,,,,0,0,,Education Loan,,,101543,,,,,,,5,84.48,316,PhD,Medical,Tier3,India,41782,12963,0.31,647,1229752,116159,1,,,,,,,,,,,,,
Neha Khan,31,,,,,,,,,,,,800776,,,,0,0,,Education Loan,,,158247,,,,,,,5,64.84,574,PG,Medical,Tier3,India,21643,8350,0.386,662,743531,215492,2,,,,,,,,,,,,,
Ravi Sharma,31,,,,,,,,,,,,1048474,,,,0,0,,Education Loan,,,70469,,,,,,,7,64.65,567,PG,Other,Tier2,India,82811,6750,0.082,694,865208,253735,3,,,,,,,,,,,,,
Ravi Patel,28,,,,,,,,,,,,758945,,,,1,595782,12.15,Education Loan,,,191503,,,,,,,7,93.93,478,Diploma,Law,Tier2,India,72488,15174,0.209,723,705942,244506,1,,,,,,,,,,,,,
Mohit Kapoor,19,,,,,,,,,,,,383522,,,,1,304810,12.05,Education Loan,,,18151,,,,,,,5,85.01,747,PG,Arts,Tier1,India,117217,13463,0.115,710,161460,240213,0,,,,,,,,,,,,,
Rohan Khan,21,,,,,,,,,,,,374206,,,,0,0,,Education Loan,,,54775,,,,,,,15,61.44,364,UG,Arts,Tier3,India,33901,10751,0.317,635,332050,96931,3,,,,,,,,,,,,,
Mohit Yadav,23,,,,,,,,,,,,784873,,,,1,618157,12.12,Education Loan,,,10981,,,,,,,7,73.96,465,PG,Management,Tier3,India,54776,12655,0.231,793,723758,72096,2,,,,,,,,,,,,,
Anjali Yadav,25,,,,,,,,,,,,567375,,,,1,404779,12.87,Education Loan,,,50222,,,,,,,10,75.17,461,UG,Management,Tier2,India,56787,14414,0.254,711,392860,224737,3,,,,,,,,,,,,,
Aaditya Sharma,23,,,,,,,,,,,,269615,,,,1,206211,12.35,Education Loan,,,42443,,,,,,,12,86.04,346,UG,Arts,Tier3,India,84734,27044,0.319,677,169971,142087,2,,,,,,,,,,,,,
Suresh Yadav,34,,,,,,,,,,,,1129560,,,,1,835266,12.61,Education Loan,,,309637,,,,,,,5,68.78,541,PG,Law,Tier3,India,47322,7495,0.158,787,1281110,158087,2,,,,,,,,,,,,,
Sana Kapoor,20,,,,,,,,,,,,1432286,,,,0,0,,Education Loan,,,99171,,,,,,,5,66.45,644,UG,Arts,Tier3,India,30724,11246,0.366,649,1473670,57787,1,,,,,,,,,,,,,
Shruti Verma,30,,,,,,,,,,,,4447385,,,,0,0,,Education Loan,,,281071,,,,,,,12,62.83,556,PG,Law,ForeignTop,UK,90195,19231,0.213,622,4144136,584320,2,,,,,,,,,,,,,
Anjali Khan,34,,,,,,,,,,,,1036122,,,,0,0,,Education Loan,,,317596,,,,,,,15,74.99,378,UG,Management,Tier2,India,52084,3291,0.063,796,1295299,58419,3,,,,,,,,,,,,,
Amit Sharma,25,,,,,,,,,,,,586095,,,,0,0,,Education Loan,,,122469,,,,,,,12,84.1,489,PhD,Engineering,Tier1,India,81966,22816,0.278,833,438768,269796,2,,,,,,,,,,,,,
Yash Patel,18,,,,,,,,,,,,1514392,,,,1,1090971,12.8,Education Loan,,,41335,,,,,,,7,62.04,301,UG,Other,Tier2,India,79055,25085,0.317,692,1444878,110849,1,,,,,,,,,,,,,
Shruti Jain,31,,,,,,,,,,,,514304,,,,1,407568,12.08,Education Loan,,,50726,,,,,,,12,92.03,734,Diploma,Management,Tier1,India,59253,7508,0.127,717,375696,189334,1,,,,,,,,,,,,,
Rohan Singh,23,,,,,,,,,,,,1346776,,,,0,0,,Education Loan,,,144971,,,,,,,5,75.48,342,PG,Management,Tier3,India,55642,19078,0.343,651,1432002,59745,1,,,,,,,,,,,,,
Neha Reddy,28,,,,,,,,,,,,2272631,,,,0,0,,Education Loan,,,689313,,,,,,,12,68.39,599,UG,Medical,ForeignTop,UK,50211,18199,0.362,720,2638957,322987,1,,,,,,,,,,,,,
Neha Jain,24,,,,,,,,,,,,1199696,,,,1,946000,12.11,Education Loan,,,27473,,,,,,,10,63.29,793,PG,Medical,Tier1,India,59620,6604,0.111,691,1096412,130757,1,,,,,,,,,,,,,
Shruti Gupta,31,,,,,,,,,,,,1654746,,,,0,0,,Education Loan,,,93335,,,,,,,7,66.4,568,Diploma,Medical,Tier1,India,81578,32093,0.393,714,1473601,274480,2,,,,,,,,,,,,,
Rahul Verma,19,,,,,,,,,,,,966816,,,,1,782013,11.91,Education Loan,,,202570,,,,,,,12,92.71,762,UG,Other,Tier2,India,40089,2256,0.056,745,897356,272030,2,,,,,,,,,,,,,
Ravi Gupta,30,,,,,,,,,,,,5779182,,,,1,4228617,12.68,Education Loan,,,81236,,,,,,,5,82.34,418,UG,Medical,ForeignTop,Austr,62721,5068,0.081,654,5279107,581311,1,,,,,,,,,,,,,
Amit Kapoor,33,,,,,,,,,,,,881859,,,,1,701195,12.05,Education Loan,,,105175,,,,,,,7,78.08,680,UG,Law,Tier2,India,32034,2361,0.074,698,711794,275240,2,,,,,,,,,,,,,
Neha Gupta,20,,,,,,,,,,,,1106545,,,,1,743808,13.28,Education Loan,,,123479,,,,,,,5,83,566,PG,Arts,Tier3,India,35147,12568,0.358,612,930985,299039,1,,,,,,,,,,,,,
Sarthak Gupta,34,,,,,,,,,,,,438372,,,,1,341457,12.21,Education Loan,,,20296,,,,,,,15,75.25,660,PG,Engineering,Tier1,India,59227,15501,0.262,699,202314,256354,1,,,,,,,,,,,,,
Vivek Verma,24,,,,,,,,,,,,1117527,,,,1,836048,12.52,Education Loan,,,114972,,,,,,,10,85.55,331,PG,Management,Tier1,India,10996,669,0.061,714,971281,261218,1,,,,,,,,,,,,,
Shruti Singh,20,,,,,,,,,,,,2712860,,,,1,2171325,12,Education Loan,,,244426,,,,,,,15,61.67,374,UG,Law,ForeignOther,UK,111514,19641,0.176,734,1537440,1419846,2,,,,,,,,,,,,,
Kabir Yadav,18,,,,,,,,,,,,3902649,,,,1,2778710,12.88,Education Loan,,,167070,,,,,,,10,79.81,367,UG,Engineering,ForeignOther,Austr,30174,7426,0.246,734,3451123,618596,1,,,,,,,,,,,,,
Yash Yadav,22,,,,,,,,,,,,1068875,,,,1,830577,12.23,Education Loan,,,207572,,,,,,,12,65.55,644,PG,Law,Tier1,India,58998,1970,0.033,774,1209633,66814,1,,,,,,,,,,,,,
Kunal Jain,26,,,,,,,,,,,,4805742,,,,1,3820058,12.05,Education Loan,,,1176188,,,,,,,7,64.21,722,UG,Law,ForeignOther,UK,89205,31486,0.353,628,4867730,1114200,1,,,,,,,,,,,,,
Aaditya Reddy,20,,,,,,,,,,,,1396807,,,,0,0,,Education Loan,,,324098,,,,,,,12,71.97,675,UG,Management,Tier3,India,38427,12352,0.321,631,1421182,299723,2,,,,,,,,,,,,,
Meera Sharma,34,,,,,,,,,,,,4611396,,,,1,3023355,13.44,Education Loan,,,159429,,,,,,,10,63.21,315,Diploma,Arts,ForeignTop,USA,8000,1617,0.202,752,3453094,1317731,0,,,,,,,,,,,,,
Mohit Sharma,28,,,,,,,,,,,,1029924,,,,1,724679,12.96,Education Loan,,,37165,,,,,,,10,63.3,734,PG,Medical,Tier2,India,48876,18908,0.387,598,830043,237046,2,,,,,,,,,,,,,
Ravi Kapoor,18,,,,,,,,,,,,1601774,,,,1,1238923,12.27,Education Loan,,,118123,,,,,,,10,70.9,477,PG,Other,Tier3,India,38129,6372,0.167,731,1468231,251666,2,,,,,,,,,,,,,
Rohan Sharma,26,,,,,,,,,,,,1299061,,,,1,911625,12.98,Education Loan,,,125679,,,,,,,5,94.28,499,PG,Arts,Tier2,India,8000,3149,0.394,649,1160234,264506,2,,,,,,,,,,,,,
Sarthak Yadav,20,,,,,,,,,,,,585758,,,,1,426542,12.72,Education Loan,,,39989,,,,,,,7,66.14,352,PG,Other,Tier3,India,67122,17933,0.267,814,326340,299407,3,,,,,,,,,,,,,
Mohit Sharma,30,,,,,,,,,,,,721501,,,,0,0,,Education Loan,,,156533,,,,,,,12,60.6,669,PG,Management,Tier1,India,65177,16546,0.254,735,767660,110374,0,,,,,,,,,,,,,
Sarthak Verma,32,,,,,,,,,,,,1146951,,,,1,887018,12.27,Education Loan,,,18801,,,,,,,12,86.72,391,UG,Management,Tier1,India,88558,5879,0.066,707,1105664,60088,1,,,,,,,,,,,,,
Aaditya Patel,31,,,,,,,,,,,,594432,,,,1,437290,12.64,Education Loan,,,4642,,,,,,,15,88.24,582,UG,Management,Tier2,India,31979,11281,0.353,794,446276,152798,3,,,,,,,,,,,,,
Ritika Kapoor,24,,,,,,,,,,,,962177,,,,1,729201,12.42,Education Loan,,,117204,,,,,,,10,72.12,720,UG,Engineering,Tier3,India,20022,3424,0.171,656,996861,82520,2,,,,,,,,,,,,,
Ravi Reddy,30,,,,,,,,,,,,872746,,,,1,601921,13.1,Education Loan,,,216101,,,,,,,10,76.26,345,UG,Other,Tier2,India,49832,3234,0.065,668,1033241,55606,2,,,,,,,,,,,,,
Shruti Gupta,24,,,,,,,,,,,,448866,,,,1,366708,11.83,Education Loan,,,19021,,,,,,,10,82.74,568,PG,Arts,Tier3,India,57791,291,0.005,644,327780,140107,2,,,,,,,,,,,,,
Meera Verma,32,,,,,,,,,,,,3423597,,,,1,2628737,12.32,Education Loan,,,461251,,,,,,,12,61.68,417,UG,Arts,ForeignOther,UK,83034,18592,0.224,668,2396717,1488131,2,,,,,,,,,,,,,
Ritika Yadav,29,,,,,,,,,,,,1279822,,,,1,1071126,11.63,Education Loan,,,92001,,,,,,,15,93.22,471,UG,Law,Tier1,India,95264,20097,0.211,724,1180278,191545,3,,,,,,,,,,,,,
Rohan Jain,34,,,,,,,,,,,,714398,,,,1,564872,12.09,Education Loan,,,212250,,,,,,,5,91.03,537,UG,Law,Tier3,India,90362,26001,0.288,750,798454,128194,3,,,,,,,,,,,,,
Yash Yadav,31,,,,,,,,,,,,299106,,,,1,225044,12.48,Education Loan,,,31424,,,,,,,7,69.13,478,UG,Law,Tier2,India,66914,23828,0.356,778,116944,213586,2,,,,,,,,,,,,,
Rahul Singh,29,,,,,,,,,,,,3215589,,,,0,0,,Education Loan,,,233462,,,,,,,5,60.54,624,PG,Management,ForeignTop,USA,79987,2541,0.032,611,2617693,831358,1,,,,,,,,,,,,,
Amit Yadav,25,,,,,,,,,,,,612048,,,,1,450617,12.64,Education Loan,,,41388,,,,,,,12,92.67,540,UG,Arts,Tier2,India,43988,12871,0.293,710,599841,53595,3,,,,,,,,,,,,,
Kabir Reddy,31,,,,,,,,,,,,1465423,,,,1,1148625,12.16,Education Loan,,,172337,,,,,,,10,77.54,592,PG,Other,Tier3,India,64210,4813,0.075,654,1396672,241088,0,,,,,,,,,,,,,
Yash Patel,29,,,,,,,,,,,,595765,,,,0,0,,Education Loan,,,30318,,,,,,,7,78.88,668,UG,Management,Tier3,India,30218,10373,0.343,708,420147,205936,1,,,,,,,,,,,,,
Suresh Singh,17,,,,,,,,,,,,2844620,,,,1,2179876,12.34,Education Loan,,,359329,,,,,,,12,83.94,579,PG,Engineering,ForeignTop,USA,61567,20171,0.328,860,1781368,1422581,3,,,,,,,,,,,,,
Yash Sharma,23,,,,,,,,,,,,368811,,,,1,283315,12.32,Education Loan,,,101830,,,,,,,12,81.55,593,PG,Law,Tier3,India,62216,13458,0.216,738,410906,59735,1,,,,,,,,,,,,,
Sarthak Singh,25,,,,,,,,,,,,698490,,,,0,0,,Education Loan,,,111128,,,,,,,12,93.04,582,UG,Management,Tier2,India,103053,29277,0.284,774,550338,259280,1,,,,,,,,,,,,,
Ravi Khan,17,,,,,,,,,,,,1173795,,,,1,893842,12.39,Education Loan,,,318346,,,,,,,7,93.05,489,PG,Management,Tier3,India,54275,6825,0.126,838,1287259,204882,1,,,,,,,,,,,,,
Shruti Gupta,28,,,,,,,,,,,,4362828,,,,1,3516060,11.94,Education Loan,,,539265,,,,,,,7,90.35,469,UG,Engineering,ForeignTop,UK,62251,11732,0.188,788,4527923,374170,3,,,,,,,,,,,,,
Rohan Gupta,24,,,,,,,,,,,,428760,,,,0,0,,Education Loan,,,10953,,,,,,,15,82.27,750,UG,Medical,Tier3,India,65924,21666,0.329,693,233559,206154,2,,,,,,,,,,,,,
Priya Kapoor,27,,,,,,,,,,,,811281,,,,0,0,,Education Loan,,,155010,,,,,,,15,88.03,604,Diploma,Arts,Tier1,India,48629,8933,0.184,643,700183,266108,2,,,,,,,,,,,,,
Aaditya Kapoor,33,,,,,,,,,,,,5717210,,,,1,4166351,12.71,Education Loan,,,570258,,,,,,,5,83.7,422,UG,Other,ForeignTop,USA,39938,5716,0.143,718,5273213,1014255,1,,,,,,,,,,,,,
Yash Verma,24,,,,,,,,,,,,812767,,,,1,622977,12.34,Education Loan,,,155717,,,,,,,7,80.07,549,UG,Medical,Tier3,India,92470,18280,0.198,686,773246,195238,2,,,,,,,,,,,,,
Shruti Singh,19,,,,,,,,,,,,1241659,,,,1,852081,13.14,Education Loan,,,83419,,,,,,,7,64.5,465,PG,Law,Tier3,India,35477,11754,0.331,629,1027408,297670,2,,,,,,,,,,,,,
Kunal Verma,19,,,,,,,,,,,,498607,,,,0,0,,Education Loan,,,6480,,,,,,,7,88.39,767,UG,Management,Tier2,India,26802,3594,0.134,734,265904,239183,1,,,,,,,,,,,,,
Anjali Khan,17,,,,,,,,,,,,514803,,,,1,395676,12.31,Education Loan,,,150209,,,,,,,15,88.72,304,PG,Engineering,Tier3,India,77007,5352,0.07,736,504439,160573,1,,,,,,,,,,,,,
Ritika Khan,21,,,,,,,,,,,,853034,,,,1,664086,12.22,Education Loan,,,30786,,,,,,,12,81.91,413,UG,Engineering,Tier2,India,88945,25332,0.285,826,656971,226849,1,,,,,,,,,,,,,
Yash Singh,26,,,,,,,,,,,,1123267,,,,0,0,,Education Loan,,,411384,,,,,,,10,88.71,483,Diploma,Arts,Tier3,India,48715,16095,0.33,698,1387343,147308,3,,,,,,,,,,,,,
Kabir Singh,23,,,,,,,,,,,,1160769,,,,1,960566,11.72,Education Loan,,,437007,,,,,,,15,82.8,544,PG,Medical,Tier1,India,49099,1976,0.04,737,1490557,107219,2,,,,,,,,,,,,,
Sana Jain,25,,,,,,,,,,,,323301,,,,1,254181,12.14,Education Loan,,,38788,,,,,,,7,67.23,725,PG,Arts,Tier3,India,67064,6435,0.096,680,162876,199213,3,,,,,,,,,,,,,
